G_CODE,G_FAMILY,G_ISO_CODE_2,G_LATITUDE,G_LONGITUDE,G_NAME
dwr,29091-105194-105365-29101-29102-29104,--,6.57645,37.1381,Dawro
dws,--,--,--,--,--
dwu,--,--,--,--,--
dww,106869-106871-106878-105320-105523-105751-105960-106163-106368-41754-41798-41799,--,-10.1692,149.999,Dawawa
dwy,--,--,--,--,--
dya,104955-105023-105146-105312-105508-105736-105947-32994,--,10.8342,-3.59179,Dyan
dyb,104991-105082-106882-38897,--,-17.1865,122.523,Dyaberdyaber
dyd,104991-38877-38879-38880,--,-17.906,122.408,Dyugun
dyg,107392-107468-28396,--,17.471,120.638,"Agta, Villa Viciosa"
dyi,104955-105023-105146-32792-105512-32794,--,8.36279,-4.45627,"Sénoufo, Djimini"
dym,104967-26867-26869-26874-26876,--,14.63,-3.15,"Dogon, Yanda Dom"
dyn,104993-44261-44262,--,-30.8469,152.602,Dyangadi
dyo,104955-105022-105141-33255-33282-105698-33288,--,12.7575,-15.7355,Jola-Fonyi
dyu,104981-105067-26068-26110-26111-26125-26126-26143-26144-26158,--,10.4536,-4.72007,Jula
dyy,104993-105094-43841-43842,--,-16.596,145.388,Dyaabugay
dza,104955-105023-105143-105306-105499-105723-31594-106128-106320-106482-31639,--,9.42456,10.2166,Tunzuii
dzd,107392-107464-25652,--,10.1185,10.4865,Daza
dze,--,--,--,--,Djiwarli
dzg,28884-28885-28886-28889,--,15.7358,15.8517,Dazaga
dzl,105000-106872-106883-105634-27167-27169-27189-27191,--,27.7855,91.374,Dzalakha
dzn,104955-105023-105143-105302-105490-105704-105906-106094-106267-106432-106580-29524,--,2.24195,19.0022,Dzando
dzo,105000-106872-106883-107149-107160-107169-27146-27151-27153,dz,27.410786,89.581604,Dzongkha
eaa,--,--,--,--,Karenggapa
ebg,104955-105023-105143-32043-32113-32151,--,4.82544,8.01304,Ebughu
ebk,--,--,--,--,"Bontok, Eastern"
ebo,104955-105023-105143-105302-105490-105704-105906-106103-106281-29975,--,-2.6236,17.031,Teke-Eboo
ebr,104955-105023-105145-105310-105505-29247-29249,--,5.36868,-4.03188,Ebrié
ebu,104955-105023-105143-105302-105490-105704-105907-106111-106290-106460-106595-30045,--,-0.62822,37.5933,Kiembu
ecr,107393-36107,--,--,--,Eteocretan
ecs,107390-107128-33471,--,-1.24999,-79.1666,Ecuadorian Sign Language
ecy,107393-36156,--,--,--,Eteocypriot
eee,105001-105111-105258-105438-105655-105859-28578,--,24.7262,109.063,E
efa,104955-105023-105143-32043-32113-105719-32134,--,4.60447,8.27625,Efai
efe,104961-105034-105158-105327-35221,--,1.8798,29.2918,Efe
efi,104955-105023-105143-32043-32113-105719-32138-32144,--,4.89379,8.38121,Efik
ega,104955-105023-29262,--,5.56081,-5.41732,Ega
egl,104971-105056-105175-105353-107153-105354-105575-105816-106032-106225-106395-107598-104494,--,44.3536,11.5794,Emilian
ego,104955-105023-105143-105303-105492-105708-105915-31878,--,8.71442,8.45686,Eggon
egy,104949-25688-25689,--,28.381735,30.834959,Egyptian (Ancient)
ehu,104955-105023-105143-105301-31476-105700-31511-106076-31512,--,7.48032,5.58213,Ehueun
eip,104989-43015-43029-43035,--,-4.33691,140.045,Lik
eit,104988-107134-24218-105197-24219,--,-3.51561,142.555,Eitiep
eiv,25978-25980-25985,--,-6.22539,155.307,Askopan
eja,104955-105022-105141-33255-33282-105697-105893-33307-33309,--,12.3355,-16.515,Jola-Felupe
eka,104955-105023-105143-105302-105490-105703-29440-106082-106247-106412-29461,--,6.45731,8.55058,Ekajuk
ekb,105000-105102-105249-106896-106911-105848-106054-106235-106400-106559-106862,--,23.475,99.865,Eka
ekc,--,--,--,--,"Karnic, Eastern"
eke,104955-105023-105143-32043-32113-105719-32120-32121,--,4.7645,7.89222,Ekit
ekg,104989-43304-43309,--,-3.88974,136.018,Ekari
eki,104955-105023-105143-32043-32113-105720-32124,--,5.1503,8.13613,Eki
ekk,--,--,59.437222,24.745278,"Estonian, Standard"
ekl,104956-105026-105150-105317-105518-104428,--,--,--,Kol
ekm,104955-105023-105143-105302-105490-105704-105909-106119-106306-106475-107595-31127,--,4.45694,11.193,Elip
eko,104955-105023-105143-105302-105490-105704-105907-106116-106304-106473-30359-30393,--,-16.4823,39.7602,Koti
ekp,104955-105023-105143-31946-31947,--,5.06715,6.53362,Ekpeye
ekr,104955-105023-105143-105304-31392-31394,--,6.84259,8.84077,Yace
eky,105000-27234-27265-27272-27273,--,19.8939,98.3359,"Kayah, Eastern"
ele,104988-24249-105199-24261,--,-3.7505,143.93,Elepi
elh,29019-105075-105195-29036-105581-29047,--,11.948,28.5901,El Hugeirat
eli,34569-34571,--,10.2741,30.7306,Nding
elk,104988-105202-105367-24287,--,-3.45544,142.093,Elkei
ell,104971-105054-36676-36677-105555-36681,el,42.3224,24.8699,Greek
elm,104955-105023-105143-32043-32173-32174-32178,--,4.72964,7.267,Eleme
elo,104949-25700-105128-25728-25729-107567-25731-25752-25754,--,2.79312,36.7619,El Molo
elp,107384-41009,--,-3.078,128.263,Elpaputih
elu,106869-106871-106878-105320-105523-105751-41662-41670-106350-41687-106632-106716-41698,--,-1.99841,147.101,Elu
elx,44354,--,31.1833,48.2333,Elamite
ema,104955-105023-105143-105301-31476-105699-105896-31562,--,7.09089,5.84494,Emai-Iuleha-Ora
emb,106869-106871-106878-42634-42636-42649-42650,--,1.3156,112.63,Embaloh
eme,105004-105119-105271-105451-105664-24411,--,3.23694,-52.3699,Emerillon
emg,105000-105103-105251-105429-105648-28005-28011-28012,--,27.5103,87.1134,"Mewahang, Eastern"
emi,106869-106871-106878-105320-105523-105751-41720-41721,--,-1.44105,149.624,Mussau-Emira
emk,104981-105067-26068-26110-26111-26125-26126-26143-26144-106556-26166,--,9.33048,-10.5394,"Maninkakan, Eastern"
eml,107384-104937,--,44.5,11.3333333333,Emiliano-Romagnolo
emm,--,--,--,--,--
emn,104955-105023-105143-105302-105490-105705-105910-106121-31106,--,6.22923,9.70562,Eman
emo,38902-38904,--,-24.9202,-57.8892,Emok
emp,104966-33683-33684-107145-33687,--,7.12761,-77.574,"Emberá, Northern"
ems,34754-34755-34756-34757-34760,--,60.4238,-148.043,"Yupik, Pacific Gulf"
emu,104968-105043-105164-105333-34021,--,20.1422,80.8893,"Muria, Eastern"
emw,106869-106871-106878-105320-105522-105745-40660-40667-40669,--,-8.03209,129.721,Emplawas
emx,107388-107399-104766,--,--,--,Erromintxela
emy,104983-105185-107498-105361-105578-104506,--,--,--,Epigraphic Mayan
ena,104989-105080-105215-105394-106909-105833-43004,--,-5.1727,145.023,Apali
enb,23478-23479-23480-106891-23509,--,1.15018,35.5866,Markweeta
enc,105001-105110-28521-28522-28523-28524,--,22.8386,106.167,En
end,106869-106871-106878-105320-105522-105747-105952-106926-106934-40735-40736,--,-8.70998,121.555,Ende
enf,44414-44488-106887-106899-44493-44494,--,69.9829,88.2121,"Enets, Forest"
eng,104971-105053-105172-105343-105554-105787-106006-106207-106393-36816,en,53.0,-1.0,English
enh,44414-44488-106887-106899-44493-44495,--,70.1626,83.7405,"Enets, Tundra"
enl,--,--,--,--,Enlhet
enm,104971-105053-105172-105343-105554-105787-106006-106207-36813,--,52.355518,-1.174320,Middle English
enn,104955-105023-105143-105301-31476-31547-105894-31550,--,5.11931,6.37339,Engenni
eno,106869-106871-106878-42766,--,-5.38846,102.245,Enggano
enq,104989-107419-43384-43391,--,-5.45619,143.685,Enga
enr,44361-44365-44371,--,-3.74242,140.903,Emem
enu,105000-105102-105249-106896-105642-107571-106052-106231-27709,--,22.95,101.85,Enu
env,104955-105023-105143-105301-31476-105699-105897-106075-31575,--,7.15316,6.07393,Enwan
enw,104955-105023-105143-32043-32113-32135-32137,--,4.68739,8.20974,Enwan
enx,--,--,--,--,Enxet
eot,104955-105023-105145-105310-105505-105731-105940-29322,--,5.26495,-3.28627,Beti
epi,104955-105023-105143-105301-31476-31547-31548,--,5.00894,6.3146,Epie
epo,104954-43565,eo,49.3273,2.81045,Esperanto
era,104968-105043-105163-105331-105542-105779-105998-106929-106937-106947-33874,--,--,--,Eravallan
erg,106869-106871-106878-105320-105523-105751-105959-41563-41582-41583,--,-18.8181,169.166,Sie
erh,104955-105023-105143-105301-31476-31477-31478,--,5.18026,6.04818,Eruwa
eri,104989-105080-105216-42922-42924,--,-5.37766,145.71,Ogea
erk,106869-106871-106878-105320-105523-105751-105958-106159-106354-106516-106639-41459,--,-17.7006,168.377,"Efate, South"
ero,105000-105102-105250-27775-107560-107170-27778,--,31.1026,101.72,Horpa
err,28879-28880-28882,--,-12.2839,132.868,Erre
ers,105000-105102-105250-105428-27830,--,29.2867,102.213,Ersu
ert,43764-43773-43792-43800-43802,--,-2.71182,138.053,Eritai
erw,106869-106871-106878-105320-105523-42369-107577-42465-42468,--,-2.83746,132.705,Erokwanas
ese,43726-43728-43735,--,-11.7268,-67.515,Ese Ejja
esg,--,--,--,--,--
esh,104971-105055-105174-105351-105572-105812-107174-106024-106221-37420,--,35.7267,50.3677,Eshtehardi
esi,34754-34755-34770-105334-34775,--,69.582,-143.77,"Inupiatun, North Alaskan"
esk,34754-34755-34770-105334-34785,--,64.7795,-161.807,"Inupiatun, Northwest Alaska"
esl,107390-107128-107503-33488,--,29.567,29.654,Egyptian Sign Language
esm,107392-107467-29241,--,5.21504,-3.05409,Esuma
esn,107390-107128-33457,--,13.7024,-89.5988,Salvadoran Sign Language
eso,107390-107128-33438,--,58.947,24.566,Estonian Sign Language
esq,26296,--,36.5473,-121.867,Esselen
ess,34754-34755-34756-34763,--,63.4308,-170.272,"Yupik, Central Siberian"
est,44414-44415-44451,et,59.5478,22.8209,Estonian
esu,34754-34755-34756-34757-34758,--,60.3062,-161.486,"Yupik, Central"
esy,--,--,--,--,--
etb,104955-105023-105143-32043-32113-105719-32120-32122,--,4.79059,7.97357,Etebi
etc,--,--,--,--,--
eth,107390-107128-107502-33469,--,8.9761,38.8534,Ethiopian Sign Language
etn,106869-106871-106878-105320-105523-105751-105958-106159-106354-106516-106639-41460,--,-17.74,168.549,Eton
eto,104955-105023-105143-105302-105490-105704-105905-29821-29839,--,4.21045,11.3935,Eton
etr,36549-105029-36559,--,-6.11618,142.65,Edolo
ets,104955-105023-105143-105301-31476-105699-105895-106074-31582,--,7.10204,6.44919,Yekhee
ett,107385-35222,--,41.9,12.4833,Etruscan
etu,104955-105023-105143-105302-105490-105703-29440-106082-106248-29445,--,5.54442,8.90959,Ejagham
etx,104955-105023-105143-105303-31909-105710-31910,--,9.73073,8.61443,Iten
etz,24498-24501,--,-3.71553,134.454,Semimi
eus,23897,eu,43.2787,-1.31622,Basque
eve,35248-105116-35250,--,70.6687,130.914,Even
evh,104955-105023-105143-105301-31476-31477-31479,--,5.44263,5.77303,Uvbie
evn,35248-105116-35290-35294,--,53.85,108.626,Evenki
ewe,104955-105023-105145-29166-105504-29177,ee,6.46061,0.814975,Éwé
ewo,104955-105023-105143-105302-105490-105704-105905-29821-106264-29822,--,4.21141,11.9365,Ewondo
ext,104971-105056-105175-105353-107153-105354-105575-105816-106032-106226-106398-38777-38778,--,39.1926,-6.10179,Extremaduran
eya,44798-44799-44800,--,60.4232,-144.762,Eyak
eyo,23478-23479-23480-106889-106907-23508,--,0.510857,35.226745,Keiyo
eza,--,--,--,--,Ezaa
eze,104955-105023-105143-32043-32044-32045-32046-32047-32052-32057,--,6.58841,8.31399,Uzekwe
faa,26753,--,-6.62687,143.284,Fasu
fab,104971-105056-105175-105353-107153-105354-105575-105816-106032-106226-106398-106555-106670-106750-38827,--,-1.43033,5.61879,Fa d’Ambu
fad,104989-105080-105214-42868-42882-42890,--,-5.17834,145.726,Wagi
faf,106869-106871-106878-105320-105523-105751-41589-41620-106361-41645-41658,--,-10.4479,161.662,Fagani
fag,104989-105078-105210-43060-105591-43071,--,-6.33005,146.629,Finongan
fah,104955-105023-105143-105307-31397,--,7.38023,10.7684,Fali of Baissa
fai,104989-43174-107501-43227-43229-105587-43245,--,-5.4967,141.656,Faiwol
faj,104989-105080-105215-105394-106909-106917-42988,--,-5.59947,145.298,Faita
fak,104955-105023-105143-105302-105490-31076,--,6.54384,10.319,Fang
fal,104955-105023-105147-32194-32199,--,9.51408,13.6164,"Fali, South"
fam,104955-105023-105143-105302-29379,--,7.54277,10.505,Fam
fan,104955-105023-105143-105302-105490-105704-105905-29821-29844,--,1.72397,11.6145,Fang
fao,104971-105053-105172-105342-105551-36768-36770,fo,62.0732,-6.88497,Faroese
fap,104955-105022-105142-33394-105488-33403,--,14.8628,-16.9557,Palor
far,106869-106871-106878-105320-105523-105751-41589-41620-106361-106527-41632-41637,--,-8.59041,160.861,Fataleka
fas,--,fa,--,--,Persian
fat,--,--,--,--,--
fau,43764-43773-43777-105355-43782,--,-3.14497,136.867,Fayu
fax,104971-105056-105175-105353-107153-105354-105575-105816-106032-106226-106398-106555-38818,--,40.1651,-6.91452,Fala
fay,104971-105055-105174-105351-105573-37385,--,29.746,52.267,"Fars, Southwestern"
faz,104971-105055-105174-105351-105572-105811-106021-37308,--,29.643,52.925,"Fars, Northwestern"
fbl,--,--,--,--,"Bikol, West Albay"
fcs,107390-107128-107502-33466,--,45.9965,-74.8719,Quebec Sign Language
fer,104955-105023-105146-105311-105507-105735-32616-32617-32619,--,8.61612,25.7171,Feroge
ffi,44265-44268,--,--,--,Foia Foia
ffm,104955-105022-105142-105299-33334-33364-33375,--,11.1324,-3.64763,"Fulfulde, Maasina"
fgr,104961-105035-105159-105329-105539-35060,--,11.3179,22.5611,Fongoro
fia,29019-29021-29023,--,22.8142,31.8376,Nobiin
fie,104949-105011-105127-25536-25579-25580-25581,--,9.49936,9.29503,Fyer
fij,106869-106871-106878-105320-105523-105751-41205-41216-41314-41317,fj,-18.0,178.33,Fijian
fil,106869-106871-106878-105322-105525-106996-39923-39924,--,12.265,123.464,Filipino
fin,44414-44415-105274-44419,fi,64.7628,25.5577,Finnish
fip,104955-105023-105143-105302-105490-105704-105907-106108-106288-106457-107035-30870,--,-7.88963,31.3442,Fipa
fir,104955-105023-105143-105303-105493-105709-105916-31831,--,9.65245,8.69095,Firan
fit,44414-44415-105274-44442,--,67.2527,23.066,"Finnish, Tornedalen"
fiw,24324-24325,--,-6.66342,143.646,Fiwaga
fkk,104949-105011-105125-105281-105461-107565-105669-104398,--,--,--,Kirya-Konzel
fkv,44414-44415-105274-44438,--,69.3772,29.5434,"Finnish, Kven"
fla,24510-24550-24551-24561-24563,--,47.5825,-114.19,Kalispel-Pend d’Oreille
flh,43764-43765-43767,--,-3.04582,139.213,Foau
fli,104949-105011-105125-105282-25155-105674-106919-25181,--,10.5419,13.4087,Fali
fll,104955-105023-105147-32194-32195,--,9.9249,13.6567,"Fali, North"
fln,104993-105089-105226-105403-105623-43813,--,-14.1812,144.259,Flinders Island
flr,104955-105023-105143-105302-105490-105704-105907-106111-106291-106464-106601-106692-107694-107697-30458,--,-3.04022,28.9865,Fuliiru
fly,107391-107463-37102,--,-25.8633,27.4955,Flaaitaal
fmp,104955-105023-105143-105302-105490-105706-105912-31174-106308-31203,--,5.18158,10.1442,Fe’fe’
fmu,104968-105043-105164-105333-34024,--,20.1754,80.4712,"Muria, Far Western"
fnb,--,--,--,--,--
fng,107389-107460-34074,--,-25.384842,27.1400833333,Pidgin Bantu
fni,104955-105023-105146-105311-105506-105732-32386-32395,--,10.291,18.75,Fania
fod,104955-105023-105145-105310-105505-105731-105939-106137-29356,--,9.56489,1.40486,Foodo
foi,24324-24326,--,-6.47258,143.495,Foi
fom,107384-29671,--,0.88032,24.3202,Foma
fon,104955-105023-105145-29166-105503-29200,--,7.15484,1.66495,Fon
for,104989-105079-105212-107528-107146-43321,--,-6.64473,145.507,Fore
fos,106869-106871-42780-42788,--,22.9777,120.315,Siraya
fpe,104971-105053-105172-105343-105554-105787-106006-106207-106393-106552-106665-104469,--,3.53638,8.68929,Equatorial Guinean Pidgin
fqs,43666-43667,--,-3.10868,141.64,Fas
fra,104971-105056-105175-105353-107153-105354-105575-105816-106032-106225-106396-106554-106667-106747-107671-38580,fr,48.0,2.0,French
frc,104971-105056-105175-105353-107153-105354-105575-105816-106032-106225-106396-106554-106667-38581,--,29.6869,-91.6133,"French, Cajun"
frd,106869-106871-106878-105320-105522-105748-40686-40693,--,-7.28902,131.511,Fordata
frk,104971-105053-105172-105343-105552-105784-37136,--,52.896,9.98388,Frankish
frm,104971-105056-105175-105353-107153-105354-105575-105816-106032-106225-106396-106554-38621,--,--,--,Middle French
fro,104971-105056-105175-105353-107153-105354-105575-105816-106032-106225-106396-106554-38585,--,46.00,2.00,Old French
frp,104971-105056-105175-105353-107153-105354-105575-105816-106032-106225-106396-106554-107600-38648,--,45.8051,6.48152,Arpitan
frq,104989-105078-105210-105380-43092,--,-5.69079,146.541,Forak
frr,104971-105053-105172-105343-105554-105787-106007-37016,--,54.6409,8.58489,"Frisian, Northern"
frs,104971-105053-105172-105343-105554-105786-106005-107016-107025-37039,--,52.9713,7.73549,"Saxon, East Frisian Low"
frt,106869-106871-106878-105320-105523-105751-105958-106160-106358-106522-41404,--,-15.4484,166.931,Fortsenal
fry,104971-105053-105172-105343-105554-105787-106007-37022,fy,53.143,5.86091,Frisian
fse,107390-107128-107535-107558-33494,--,60.661,25.0677,Finnish Sign Language
fsl,107390-107128-107508-33509,--,47.0,3.0,French Sign Language
fss,107390-107128-107535-107558-33417,--,62.111,26.328,Finland-Swedish Sign Language
fub,104955-105022-105142-105299-33334-33335-33336,--,8.140326,13.077338,"Fulfulde, Adamawa"
fuc,104955-105022-105142-105299-33334-33378,--,13.8694,-13.4482,Pulaar
fud,106869-106871-106878-105320-105523-105751-41205-41216-41217-41218-41229,--,-14.33,-178.17,"Futuna, East"
fue,104955-105022-105142-105299-33334-33364-33365,--,9.801,3.988,"Fulfulde, Borgu"
fuf,104955-105022-105142-105299-33334-33364-33371,--,12.1826,-12.7338,Pular
fuh,104955-105022-105142-105299-33334-33345-33348,--,14.2471,-0.52004,"Fulfulde, Western Niger"
fui,104955-105022-105142-105299-33334-33335-33344,--,8.81656,18.3467,"Fulfulde, Bagirmi"
fuj,28974-29013-29014,--,10.7321,31.5399,Ko
ful,--,ff,--,--,Fulah
fum,104955-105023-105143-105302-105490-105706-105912-106124-31291,--,6.66524,11.1087,Fum
fun,43651,--,-9.02591,-37.1402,Iatê
fuq,104955-105022-105142-105299-33334-33345-33346,--,15.0907,8.43261,"Fulfulde, Central-Eastern Niger"
fur,104971-105056-105175-105353-107153-105354-105575-105816-106032-106225-106396-38515,--,46.1473,13.0493,Friulian
fut,106869-106871-106878-105320-105523-105751-41205-41216-41217-41218-106637-106718-41230,--,-19.5303,170.215,Futuna-Aniwa
fuu,104961-105035-105159-105329-106904-35156-105997-35162,--,4.485,20.6448,Furu
fuv,104955-105022-105142-105299-33334-33345-33360,--,10.9972,11.1188,"Fulfulde, Nigerian"
fuy,28468-28481,--,-8.6371,147.312,Fuyug
fvr,34379-34380,--,12.0455,23.6401,Fur
fwa,106869-106871-106878-105320-105523-105751-105959-41149-106362-106528-41163,--,-20.6873,164.901,Fwâi
fwe,104955-105023-105143-105302-105490-105704-105907-106106-106286-106453-30742,--,-17.7237,24.4315,Fwe
gaa,104955-105023-105145-29367-29375,--,5.65488,-0.18598,Ga
gab,104949-105011-25353-25412-25441-105678-105877-25443,--,9.33955,16.623,Gabri
gac,--,--,--,--,"Great Andamanese, Mixed"
gad,106869-106871-106878-106888-105771-105990-106198-106389-39624,--,16.5468,121.177,Gaddang
gae,104952-23732-107628-107634-23737,--,1.80835,-66.9225,Guarequena
gaf,104989-105079-105212-43324,--,-5.67528,145.177,Gende
gag,105005-105120-105272-23946-24047-24048,--,44.5988,28.0277,Gagauz
gah,104989-105079-105212-107528-105384-43367,--,-6.03901,145.387,Alekano
gai,104979-105064-105181-28750-28759,--,-4.08697,144.715,Mbore
gaj,104989-105079-105213-106893-106908-43418,--,-6.31631,145.997,Gadsup
gak,44860-44862-44863-107527-44869,--,1.34308,127.506,Gamkonora
gal,106869-106871-106878-105320-105522-105749-105956-40812,--,-8.61074,125.959,Galolen
gam,104989-43448-43492-105375-43501,--,-5.73674,144.966,Kandawo
gan,105000-106876-27894-27918,--,27.9896,115.166,"Chinese, Gan"
gao,104989-105080-105215-105394-106909-106917-43410,--,-5.28113,144.771,Gants
gap,104989-105080-105214-42868-42882-42896,--,-5.16351,145.623,Gal
gaq,104956-105026-105151-35733,--,18.6076,82.984,Gata’
gar,106869-106871-106878-105320-105523-105751-105960-106163-106368-41754-41756-106734-41784,--,-9.54137,150.836,Galeya
gas,104971-105055-105173-105345-105561-105795-106009-38198,--,24.0712,73.1426,"Garasia, Adiwasi"
gat,104989-105079-43513,--,-6.74765,145.881,Kenati
gau,104968-105042-33857-33864,--,18.276,83.378,"Gadaba, Mudhili"
gav,107384-43041,--,-5.8075,146.621,Gabutamon
gaw,104989-105080-105214-42868-42882-42900,--,-5.06952,145.712,Nobonob
gax,104949-25700-105128-25728-25729-107567-25756-106070-107183-107186-25773,--,1.05676,37.882,"Oromo, Borana-Arsi-Guji"
gay,106869-106871-106878-42740-42741,--,4.3733,97.3456,Gayo
gaz,104949-25700-105128-25728-25729-107567-25756-106070-25762,--,8.81391,36.7365,"Oromo, West Central"
gba,--,--,--,--,Gbaya
gbb,104993-105084-105220-43981,--,-21.5844,133.602,Kaytetye
gbc,107384-29054,--,-17.4504,137.72,Garawa
gbd,104993-105085-105221-43855,--,-18.6771,122.334,Karadjeri
gbe,104998-105099-26666-26667-26674,--,-4.82581,142.45,Niksek
